bidprice,clicks,CTR,cost,avg CPM,eCPC
287,51,0.06348811153989792,6250.004000000881,77.80410805428708,122.54909803923296
288,51,0.06354269196745618,6250.049000000879,77.87155654677711,122.54998039217409
289,51,0.06360450469550902,6250.050000000878,77.94732050435725,122.5500000000172
290,51,0.06364180892482779,6250.059000000876,77.99314914646196,122.55017647060541
291,51,0.06369029035279425,6250.117000000881,78.0532875429395,122.55131372550746
292,51,0.0637261027114832,6250.041000000883,78.09622641510538,122.54982352942909
293,51,0.0637866773394702,6250.05700000088,78.17066062987318,122.55013725491922
294,51,0.06381062008908463,6250.008000000877,78.19938941995993,122.54917647060542
295,51,0.06383458081958596,6250.025000000876,78.22896587980169,122.54950980393875
296,51,0.06385296290268057,6250.068000000874,78.25203140064446,122.55035294119361
297,51,0.06386815608876421,6250.0640000008725,78.27060061114152,122.55027450982102
298,51,0.06388335650670776,6250.170000000873,78.29055653678145,122.55235294119359
299,51,0.06390657109919302,6250.009000000874,78.31698912336317,122.54919607844852
300,51,0.06398915948356984,6250.055000000873,78.41877768159588,122.55009803923281
